user_id_new,skill_id_new,user_mean_correct,user_interaction_count,skill_mean_correct,target_correct_rate
0,0,0.6927899686520376,0.04404781398395285,0.869324019625797,0.6
0,1,0.6927899686520376,0.04404781398395285,0.7146745113775533,0.8125
0,2,0.6927899686520376,0.04404781398395285,0.46288459549356853,0.0
0,3,0.6927899686520376,0.04404781398395285,0.6170109404708699,0.6
0,4,0.6927899686520376,0.04404781398395285,0.8771751712500557,1.0
0,5,0.6927899686520376,0.04404781398395285,0.7416045939148174,0.8333333333333334
0,6,0.6927899686520376,0.04404781398395285,0.7189389178761252,1.0
0,7,0.6927899686520376,0.04404781398395285,0.899066201092074,1.0
0,8,0.6927899686520376,0.04404781398395285,0.6553205228630766,0.6
0,9,0.6927899686520376,0.04404781398395285,0.5830357235012129,1.0
0,10,0.6927899686520376,0.04404781398395285,0.9649918431342412,1.0
0,11,0.6927899686520376,0.04404781398395285,0.47937714176787205,0.5
0,12,0.6927899686520376,0.04404781398395285,0.6487709394539262,0.2
0,13,0.6927899686520376,0.04404781398395285,0.653068568338641,0.5
0,14,0.6927899686520376,0.04404781398395285,0.652349154742725,0.7777777777777778
0,15,0.6927899686520376,0.04404781398395285,0.5905139570050315,0.8181818181818182
0,16,0.6927899686520376,0.04404781398395285,0.7274967542590717,1.0
0,17,0.6927899686520376,0.04404781398395285,0.7777381825511333,1.0
0,18,0.6927899686520376,0.04404781398395285,0.7725735856686848,0.6363636363636364
0,19,0.6927899686520376,0.04404781398395285,0.6379799373679679,0.42857142857142855
0,20,0.6927899686520376,0.04404781398395285,0.6912389109429974,1.0
0,21,0.6927899686520376,0.04404781398395285,0.7375127742126889,1.0
0,22,0.6927899686520376,0.04404781398395285,0.6377027337203276,0.75
0,23,0.6927899686520376,0.04404781398395285,0.7737978371717976,0.0
0,24,0.6927899686520376,0.04404781398395285,0.8231330661807638,1.0
0,25,0.6927899686520376,0.04404781398395285,0.609635811964194,0.75
0,26,0.6927899686520376,0.04404781398395285,0.6199835657627435,1.0
0,27,0.6927899686520376,0.04404781398395285,0.35620529680276536,0.6666666666666666
0,28,0.6927899686520376,0.04404781398395285,0.6822891499515026,0.6666666666666666
0,29,0.6927899686520376,0.04404781398395285,0.6006434853171481,0.5
